rank,uri,artist_names,track_name,peak_rank,previous_rank,weeks_on_chart,streams,date,country,source
19,spotify:track:4A8cWXxKfIL3lAyUDzXbCF,Kodak Black,Super Gremlin,19,30,3,5119055,2021-12-16,US,Atlantic/Sniper Gang
20,spotify:track:5enxwA8aAbwZbf5qCHORXi,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),1,12,5,5073419,2021-12-16,US,Taylor Swift
21,spotify:track:3qCeq0rWK67SoBDgFd2sId,José Feliciano,Feliz Navidad,11,23,24,5054154,2021-12-16,US,RCA/BMG Heritage
22,spotify:track:0v36cov6Z6aEV5ZgIlqZMk,Juice WRLD,Rockstar In His Prime,22,-1,1,5033578,2021-12-16,US,Grade A Productions/Interscope Records
23,spotify:track:7fUYUcWy853HS8YJn0b3Sr,The Ronettes,Sleigh Ride,14,24,20,4901249,2021-12-16,US,Legacy Recordings
24,spotify:track:4PS1e8f2LvuTFgUs1Cn3ON,Nat King Cole,The Christmas Song (Merry Christmas To You),12,22,27,4881152,2021-12-16,US,CAPITOL CATALOG MKT (C92)
25,spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,"Drake, 21 Savage, Project Pat",Knife Talk (with 21 Savage ft. Project Pat),2,16,15,4850754,2021-12-16,US,OVO
26,spotify:track:0lizgQ7Qw35od7CYaoMBZb,Ariana Grande,Santa Tell Me,5,28,31,4821259,2021-12-16,US,Universal Records
27,spotify:track:4kKdvXD0ez7jp1296JmAts,"Frank Sinatra, B. Swanson Quartet",Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),9,25,28,4661983,2021-12-16,US,Columbia/Legacy
28,spotify:track:4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,1,14,31,4654759,2021-12-16,US,Olivia Rodrigo PS
29,spotify:track:7DF8lvLdV3htIbuTWpc7lR,"Juice WRLD, SUGA, BTS",Girl Of My Dreams (with SUGA of BTS),29,-1,1,4647726,2021-12-16,US,Grade A Productions/Interscope Records
30,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,Doja Cat,Need to Know,4,17,27,4518160,2021-12-16,US,Kemosabe Records/RCA Records
31,spotify:track:1r9xUipOqoNwggBpENDsvJ,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,24,27,7,4375117,2021-12-16,US,KIDinaKORNER/Interscope Records
32,spotify:track:2W1Aq2c6PUSHBC0golgHLK,Juice WRLD,You Wouldn't Understand,32,-1,1,4249879,2021-12-16,US,Grade A Productions/Interscope Records
33,spotify:track:7sMBvZCSUl99bJLXZaLa0b,"Bruno Mars, Anderson .Paak, Silk Sonic",Smokin Out The Window,2,20,6,4131403,2021-12-16,US,Aftermath Entertainment/Atlantic
34,spotify:track:2pXpURmn6zC5ZYDMms6fwa,"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),31,32,24,4109141,2021-12-16,US,RCA Records Label
35,spotify:track:3DarAbFujv6eYNliUTyqtz,"Doja Cat, SZA",Kiss Me More (feat. SZA),1,21,36,4080694,2021-12-16,US,Kemosabe Records/RCA Records
36,spotify:track:3nAp4IvdMPPWEH9uuXFFV5,Kelly Clarkson,Underneath the Tree,8,42,21,4072896,2021-12-16,US,RCA Records Label
37,spotify:track:3QFInJAm9eyaho5vBzxInN,"Baby Keem, Kendrick Lamar",family ties (with Kendrick Lamar),8,26,16,3973544,2021-12-16,US,Columbia
38,spotify:track:38Vh0iUlilcvnBNWS4saSD,Juice WRLD,Doom,38,-1,1,3941416,2021-12-16,US,Grade A Productions/Interscope Records
39,spotify:track:59NTlSZN6G2eCs4jcf46C0,Juice WRLD,Not Enough,39,-1,1,3835701,2021-12-16,US,Grade A Productions/Interscope Records
40,spotify:track:47ohYW8e7dxCYn9qbUMBCI,Darlene Love,Christmas (Baby Please Come Home),28,46,12,3753883,2021-12-16,US,Legacy Recordings
41,spotify:track:7FAND3cHMvepHjpBp8gOZ9,Juice WRLD,Go Hard,41,-1,1,3753448,2021-12-16,US,Grade A Productions/Interscope Records
42,spotify:track:7xapw9Oy21WpfEcib2ErSA,Justin Bieber,Mistletoe,15,52,29,3746837,2021-12-16,US,RBMG/Def Jam
43,spotify:track:1SV1fxF65n9NhRHp3KlBuu,Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,17,47,23,3694899,2021-12-16,US,Paul McCartney Catalog
44,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,12,31,25,3673561,2021-12-16,US,Kemosabe Records/RCA Records
45,spotify:track:37y7iDayfwm3WXn5BiAoRk,Steve Lacy,Dark Red,23,33,19,3601628,2021-12-16,US,Three Quarter
46,spotify:track:6tjituizSxwSmBB5vtgHZE,Michael Bublé,Holly Jolly Christmas,16,50,23,3555692,2021-12-16,US,143/Reprise
47,spotify:track:2uFaJJtFpPDc5Pa95XzTvg,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,13,61,20,3540246,2021-12-16,US,Capitol Records
48,spotify:track:0k1WUmIRnG3xU6fvvDVfRG,"Drake, Future, Young Thug",Way 2 Sexy (with Future & Young Thug),1,29,15,3479432,2021-12-16,US,OVO
49,spotify:track:2pnPe4pJtq7689i5ydzvJJ,Chuck Berry,Run Rudolph Run,27,54,23,3430900,2021-12-16,US,Geffen*
50,spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,3,39,30,3418668,2021-12-16,US,Olivia Rodrigo PS
51,spotify:track:07MDkzWARZaLEdKxo6yArG,"THE ANXIETY, WILLOW, Tyler Cole",Meet Me At Our Spot,10,36,17,3393906,2021-12-16,US,"MSFTSMusic / Roc Nation Records, LLC"
52,spotify:track:50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,8,37,14,3381745,2021-12-16,US,Atlantic Records UK
53,spotify:track:7rglLriMNBPAyuJOMGwi39,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,21,38,17,3369758,2021-12-16,US,EMI
54,spotify:track:4RVwu0g32PAqgUiJoXsdF8,Billie Eilish,Happier Than Ever,3,41,20,3366386,2021-12-16,US,Darkroom/Interscope Records
55,spotify:track:3QiAAp20rPC3dcAtKtMaqQ,Elvis Presley,Blue Christmas,30,53,23,3323826,2021-12-16,US,RCA Victor
56,spotify:track:6f5ExP43esnvdKPddwKXJH,"NEIKED, Mae Muller, Polo G",Better Days (NEIKED x Mae Muller x Polo G),6,35,9,3309848,2021-12-16,US,Capitol Records UK / EMI
57,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,19,44,69,3264735,2021-12-16,US,Columbia
58,spotify:track:27RYrbL6S02LNVhDWVl38b,"John Lennon, Yoko Ono",Happy Xmas (War Is Over) - Remastered 2010,32,64,22,3247438,2021-12-16,US,EMI Catalogue
59,spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,45,51,10,3227282,2021-12-16,US,Warner Records
60,spotify:track:6a1hzBiTkgqTsDA0Xgfh9z,The Jackson 5,Santa Claus Is Coming To Town,32,63,13,3223296,2021-12-16,US,UNI/MOTOWN
61,spotify:track:6U0vwOILZNn5O6w1IZ1Mzr,Juice WRLD,From My Window,61,-1,1,3147928,2021-12-16,US,Grade A Productions/Interscope Records
62,spotify:track:29TPjc8wxfz4XMn21O7VsZ,Playboi Carti,Sky,35,49,17,3131546,2021-12-16,US,AWGE/Interscope Records
63,spotify:track:1foCxQtxBweJtZmdxhEHVO,"Eartha Kitt, Henri René and His Orchestra",Santa Baby (with Henri René & His Orchestra),53,62,22,3122866,2021-12-16,US,RCA Bluebird
64,spotify:track:18vXApRmJSgQ6wG2ll9AOg,Polo G,RAPSTAR,1,34,36,3097265,2021-12-16,US,Columbia
65,spotify:track:7uoFMmxln0GPXQ0AcCBXRq,Sia,Snowman,34,117,9,3062078,2021-12-16,US,Monkey Puzzle/Atlantic
66,spotify:track:1SC5rEoYDGUK4NfG82494W,Lil Nas X,MONTERO (Call Me By Your Name),1,40,38,3055107,2021-12-16,US,Columbia
67,spotify:track:1AtC4WzAiT2RoDEkGknqMT,Juice WRLD,Relocate,67,-1,1,3039532,2021-12-16,US,Grade A Productions/Interscope Records
68,spotify:track:4tHqQMWSqmL6YjXwsqthDI,"Mykola Dmytrovych Leontovych, John Williams",Carol of the Bells,44,69,23,3016197,2021-12-16,US,Masterworks
69,spotify:track:5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,drivers license,1,45,49,2998830,2021-12-16,US,Olivia Rodrigo PS
70,spotify:track:00Blm7zeNqgYLPtW6zg8cj,"Post Malone, The Weeknd",One Right Now (with The Weeknd),1,55,6,2973260,2021-12-16,US,Republic Records
71,spotify:track:299lFlaAsNQdgbIZNPmIA0,Vince Guaraldi Trio,Christmas Time Is Here,39,74,15,2887718,2021-12-16,US,Fantasy Records
72,spotify:track:7uLFOXgLrS90tEYPO1DGXy,A Boogie Wit da Hoodie,Man in the Mirror,72,-1,1,2882188,2021-12-16,US,Highbridge the Label / Atlantic Records
73,spotify:track:3Kkjo3cT83cw09VJyrLNwX,Adele,Oh My God,3,43,4,2858912,2021-12-16,US,Columbia
74,spotify:track:4XvcHTUfIlWfyJTRG0aqlo,Sleepy Hallow,2055,8,59,26,2848819,2021-12-16,US,Winners Circle/RCA Records
75,spotify:track:2AaJeBEq3WLcfFW1y8svDf,Rod Wave,By Your Side,75,85,3,2837320,2021-12-16,US,Alamo
76,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,2,57,37,2831254,2021-12-16,US,Olivia Rodrigo PS
77,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,7,58,25,2831079,2021-12-16,US,Atlantic Records UK
78,spotify:track:3PIDciSFdrQxSQSihim3hN,Mariah Carey,Christmas (Baby Please Come Home),55,90,15,2824442,2021-12-16,US,Columbia
79,spotify:track:5xlS0QkVrSH7ssEbBgBzbM,The Beach Boys,Little Saint Nick - 1991 Remix,63,86,14,2809285,2021-12-16,US,Capitol Records
80,spotify:track:7ACW7VpgoKmfM1sKo15UhX,"Nardo Wick, G Herbo, Lil Durk, 21 Savage","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",23,60,10,2804889,2021-12-16,US,Flawless Ent./RCA Records
81,spotify:track:4MrfQL4TYQXJBlZYpAHTuE,Dean Martin,"Baby, It's Cold Outside",47,88,17,2802259,2021-12-16,US,Capitol Records
82,spotify:track:6s2wpWPFPAgKg2LXxi1Oee,Bruce Springsteen,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",82,91,8,2785884,2021-12-16,US,NITRON concepts
83,spotify:track:0WSEq9Ko4kFPt8yo3ICd6T,Kanye West,Praise God,7,76,16,2769171,2021-12-16,US,Rock The World/IDJ/Kanye LP7
84,spotify:track:2hA6oxAuJI94AydLWQ2qEU,Juice WRLD,Feel Alone,84,-1,1,2754465,2021-12-16,US,Grade A Productions/Interscope Records
85,spotify:track:0k4d5YPDr1r7FX77VdqWez,"Doja Cat, The Weeknd",You Right,4,66,25,2741552,2021-12-16,US,Kemosabe Records/RCA Records
86,spotify:track:1GQ3cCJMAhLqWARyVZWxnO,"Bing Crosby, The Andrews Sisters",Mele Kalikimaka - Single Version,84,84,10,2734194,2021-12-16,US,Geffen
87,spotify:track:62vpWI1CHwFy7tMIcSStl8,J. Cole,No Role Modelz,43,70,201,2713929,2021-12-16,US,Roc Nation Records LLC
88,spotify:track:1Wf14bTyb6UeKojy8ykPYm,Andy Williams,Happy Holiday / The Holiday Season,81,81,3,2711413,2021-12-16,US,Columbia
89,spotify:track:22mPEYsHFBwVwjmkwx2cHT,Juice WRLD,Until The Plug Comes Back Around,89,-1,1,2709001,2021-12-16,US,Grade A Productions/Interscope Records
90,spotify:track:4HEOgBHRCExyYVeTyrXsnL,Frank Sinatra,Jingle Bells - Remastered 1999,90,-1,4,2707899,2021-12-16,US,Capitol Records
91,spotify:track:6UjeFOCGYgMpBUtqKg1Je3,Vundabar,Alien Blues,72,72,3,2706282,2021-12-16,US,"Gawk Records, under exclusive license to Amuseio AB"
92,spotify:track:62l3NSQPUxvcwwzKUmysrE,Polo G,Bad Man (Smooth Criminal),23,48,5,2694720,2021-12-16,US,Columbia
93,spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),4,56,63,2671787,2021-12-16,US,Warner Records
94,spotify:track:0W6I02J9xcqK8MtSeosEXb,Doja Cat,Get Into It (Yuh),18,68,25,2645233,2021-12-16,US,Kemosabe Records/RCA Records
95,spotify:track:34rzJNfTd5e9s3TICFMPD0,Vince Guaraldi Trio,O Tannenbaum,51,93,10,2634192,2021-12-16,US,Craft Recordings
96,spotify:track:1VuAamHM7P3VQQEXYGG3Uu,Nat King Cole,Joy To The World,50,99,16,2612216,2021-12-16,US,CAPITOL CATALOG MKT (C92)
97,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,20,75,21,2562224,2021-12-16,US,Sony Music Latin
98,spotify:track:030mot3ZKR3oskfMsqDB2R,Judy Garland,Have Yourself A Merry Little Christmas,58,89,19,2554550,2021-12-16,US,Geffen
99,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,THATS WHAT I WANT,4,77,13,2548394,2021-12-16,US,Columbia
100,spotify:track:3NqBxTOMCJ3zW9CIP51td4,"Eslabon Armado, DannyLux",Jugaste y Sufrí,23,73,17,2504434,2021-12-16,US,DEL Records
1,spotify:track:4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,1,1,2,31739490,2021-05-27,US,Olivia Rodrigo PS
2,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,2,14,8,17172477,2021-05-27,US,Olivia Rodrigo PS
3,spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,3,-1,1,15859798,2021-05-27,US,Olivia Rodrigo PS
4,spotify:track:6SRsiMl7w1USE4mFqrOhHC,Olivia Rodrigo,brutal,4,-1,1,15102362,2021-05-27,US,Olivia Rodrigo PS
5,spotify:track:2tGvwE8GcFKwNdAXMnlbfl,Olivia Rodrigo,happier,5,-1,1,12954435,2021-05-27,US,Olivia Rodrigo PS
6,spotify:track:2TOzTqQXNmR2zDJXihjZ2e,Olivia Rodrigo,enough for you,6,-1,1,12891849,2021-05-27,US,Olivia Rodrigo PS
7,spotify:track:5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,drivers license,1,26,20,12330891,2021-05-27,US,Olivia Rodrigo PS
8,spotify:track:4wcBRRpIfesgcyUtis7PEg,Olivia Rodrigo,"1 step forward, 3 steps back",8,-1,1,11914564,2021-05-27,US,Olivia Rodrigo PS
9,spotify:track:5JCoSi02qi3jJeHdZXMmR8,Olivia Rodrigo,favorite crime,9,-1,1,11861745,2021-05-27,US,Olivia Rodrigo PS
10,spotify:track:0MMyJUC3WNnFS1lit5pTjk,Olivia Rodrigo,"jealousy, jealousy",10,-1,1,10878327,2021-05-27,US,Olivia Rodrigo PS
11,spotify:track:748mdHapucXQri7IAO8yFK,"Doja Cat, SZA",Kiss Me More (feat. SZA),1,6,7,10784324,2021-05-27,US,Kemosabe Records/RCA Records
12,spotify:track:1zejeOnykpCoyVSit6Bwp3,Olivia Rodrigo,hope ur ok,12,-1,1,9604944,2021-05-27,US,Olivia Rodrigo PS
13,spotify:track:3VqeTFIvhxu3DIe4eZVzGq,BTS,Butter,13,-1,1,9370906,2021-05-27,US,BIGHIT MUSIC
14,spotify:track:43PGPuHIlVOc04jrZVh9L6,Polo G,RAPSTAR,1,8,7,9255886,2021-05-27,US,Columbia
15,spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),6,13,34,7864788,2021-05-27,US,Warner Records
16,spotify:track:67BtfxlNbhBmCDR2L2l8qd,Lil Nas X,MONTERO (Call Me By Your Name),1,15,9,7658494,2021-05-27,US,Columbia
17,spotify:track:1D3z6HTiQsNmZxjl7F7eoG,"J. Cole, 21 Savage, Morray",m y . l i f e (with 21 Savage & Morray),2,2,2,7384507,2021-05-27,US,"Dreamville, Inc., Under exclusive license to Roc Nation Records"
18,spotify:track:4iJyoBOLtHqaGxP12qzhQI,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),1,17,10,6499676,2021-05-27,US,RBMG/Def Jam
19,spotify:track:5W8jRrZ6tWrTrqnKRtIQBf,"J. Cole, Lil Baby",p r i d e . i s . t h e . d e v i l (with Lil Baby),4,4,2,6444032,2021-05-27,US,"Dreamville, Inc., Under exclusive license to Roc Nation Records"
20,spotify:track:3VT8hOC5vuDXBsHrR53WFh,Masked Wolf,Astronaut In The Ocean,4,21,16,5413253,2021-05-27,US,Elektra (NEK)
21,spotify:track:2cnKST6T9qUo2i907lm8zX,J. Cole,a m a r i,3,3,2,5298813,2021-05-27,US,"Dreamville, Inc., Under exclusive license to Roc Nation Records"
22,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,13,23,26,5144802,2021-05-27,US,Polydor Records
23,spotify:track:65OVbaJR5O1RmwOQx0875b,"Drake, Lil Baby",Wants and Needs (feat. Lil Baby),2,25,12,5131499,2021-05-27,US,OVO
24,spotify:track:7MAibcTli4IisCtbHKrGMh,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,4,22,12,5071705,2021-05-27,US,Aftermath Entertainment/Atlantic
25,spotify:track:4VW44pawoOHPUjlN7DX5vk,"Polo G, Lil Wayne",GANG GANG (with Lil Wayne),25,-1,1,4875671,2021-05-27,US,Columbia
26,spotify:track:2BITQ360Knh6qNAOqR7Dyq,"Trippie Redd, Playboi Carti",Miss The Rage,4,20,3,4771487,2021-05-27,US,Homemade Projects / 10K Projects
27,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,Giveon,Heartbreak Anniversary,9,27,16,4278106,2021-05-27,US,Epic/Not So Fast
28,spotify:track:1M4OcYkxAtu3ErzSgDEfoi,Cardi B,Up,3,28,16,4108335,2021-05-27,US,Atlantic Records
29,spotify:track:7BoobGhD4x5K96Me0hqC8Q,Bella Poarch,Build a Bitch,29,40,2,4074813,2021-05-27,US,Warner Records
30,spotify:track:08LwMWf5Tcfsd752EPzFV0,J. Cole,i n t e r l u d e,3,7,3,3997890,2021-05-27,US,"Dreamville, Inc., Under exclusive license to Roc Nation Records"
31,spotify:track:37BZB0z9T8Xu7U3e65qxFy,"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),5,29,5,3959498,2021-05-27,US,Republic Records
32,spotify:track:34eF4BoV8FPk0uhAAoqU7h,Lil Nas X,SUN GOES DOWN,32,-1,1,3901452,2021-05-27,US,Columbia
33,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,Kali Uchis,telepatía,4,32,15,3776319,2021-05-27,US,EMI / Interscope
34,spotify:track:20BOju91NaEFK5Py4VJ2pp,"Saweetie, Doja Cat",Best Friend (feat. Doja Cat),12,33,20,3724605,2021-05-27,US,ICY/Warner Records
35,spotify:track:5R691ipUYRDYW6ehapjoj6,J. Cole,9 5 . s o u t h,5,5,2,3685036,2021-05-27,US,"Dreamville, Inc., Under exclusive license to Roc Nation Records"
36,spotify:track:60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Streets,3,34,20,3509904,2021-05-27,US,Kemosabe Records/RCA Records
37,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,1,37,78,3493752,2021-05-27,US,Republic Records
38,spotify:track:6fRxMU4LWwyaSSowV441IU,"Maroon 5, Megan Thee Stallion",Beautiful Mistakes (feat. Megan Thee Stallion),29,39,11,3469385,2021-05-27,US,Interscope Records*
39,spotify:track:21UkXrc9kD48rNpTMI2ecz,Lil Tecca,NEVER LEFT,20,36,3,3445581,2021-05-27,US,Galactic / Republic Records
40,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,SZA,Good Days,1,35,22,3395004,2021-05-27,US,Top Dawg Entertainment/RCA Records
41,spotify:track:6rTInqW3YECMkQsBEHw4sd,"Young Stoner Life, Young Thug, Gunna, Drake",Solid (feat. Drake),7,42,6,3385140,2021-05-27,US,300 Entertainment
42,spotify:track:1TZv3bujNaYz646eezRE91,"Nicki Minaj, Drake, Lil Wayne",Seeing Green (with Drake & Lil Wayne),24,24,2,3234081,2021-05-27,US,Republic Records
43,spotify:track:3J8EOeKLTLXORtWPpOU5bE,"Lil Tjay, 6LACK",Calling My Phone,1,38,15,3226609,2021-05-27,US,Columbia
44,spotify:track:5qNh5WtzMbfpSj2jLlBkoD,Billie Eilish,Your Power,4,31,4,3152085,2021-05-27,US,Darkroom/Interscope Records
45,spotify:track:7kDUspsoYfLkWnZR7qwHZl,"Machine Gun Kelly, blackbear",my ex's best friend (with blackbear),11,46,42,3130750,2021-05-27,US,Bad Boy/Interscope Records
46,spotify:track:1mAey8kEPmDM2icL56kS9d,"42 Dugg, Roddy Ricch",4 Da Gang (with Roddy Ricch),43,66,8,3107551,2021-05-27,US,NEW CMG 42 Dugg P&D
47,spotify:track:4TIqzdAssasqx3DAe6cG9J,"Joyner Lucas, Lil Baby",Ramen & OJ,35,51,4,3103708,2021-05-27,US,Twenty Nine Music Group
48,spotify:track:1EJIcDYXwSqipW5dFe4uJz,"DJ Khaled, Lil Baby, Lil Durk",EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),24,43,4,3066817,2021-05-27,US,Epic/We The Best
49,spotify:track:4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, Jhayco",DÁKITI,1,44,30,3052983,2021-05-27,US,Rimas Entertainment LLC
50,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ,Polo G,Martin & Gina,23,49,43,3038446,2021-05-27,US,Columbia
51,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,"24kGoldn, iann dior",Mood (feat. iann dior),2,47,42,3034276,2021-05-27,US,Records/Columbia
52,spotify:track:4eNOLmx8r2IJAVKvBBL1jv,"Lil Tjay, Polo G, Fivio Foreign",Headshot (feat. Polo G & Fivio Foreign),18,54,10,2941963,2021-05-27,US,Columbia
53,spotify:track:0GAyuCo975IHGxxiLKDufB,"J. Cole, Bas, 6LACK",l e t . g o . m y . h a n d (with Bas & 6LACK),11,11,2,2929537,2021-05-27,US,"Dreamville, Inc., Under exclusive license to Roc Nation Records"
54,spotify:track:4n6NDfYake476trCjJRNl0,"J. Cole, Bas",1 0 0 . m i l ‘ (with Bas),10,10,2,2918871,2021-05-27,US,"Dreamville, Inc., Under exclusive license to Roc Nation Records"
55,spotify:track:3aQem4jVGdhtg116TmJnHz,Drake,What’s Next,1,53,12,2873155,2021-05-27,US,OVO
56,spotify:track:27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,8,48,28,2863188,2021-05-27,US,Columbia
57,spotify:track:1d7q712nXjG98HiwHk7HFS,J. Cole,a p p l y i n g . p r e s s u r e,9,9,2,2851480,2021-05-27,US,"Dreamville, Inc., Under exclusive license to Roc Nation Records"
58,spotify:track:3X2r2CnHOJeV5YekPTgBnK,Migos,Straightenin,30,30,2,2778911,2021-05-27,US,Quality Control Music/Motown Records
59,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,19,55,40,2739435,2021-05-27,US,Columbia
60,spotify:track:62vpWI1CHwFy7tMIcSStl8,J. Cole,No Role Modelz,45,45,172,2691535,2021-05-27,US,Roc Nation Records LLC
61,spotify:track:6IBcOGPsniK3Pso1wHIhew,Luke Combs,Forever After All,2,41,31,2683802,2021-05-27,US,River House Artists/Columbia Nashville
62,spotify:track:5lLNBIyjp72btcnrjBG751,J. Cole,t h e . c l i m b . b a c k,16,16,8,2615107,2021-05-27,US,"Dreamville, Inc., Under exclusive license to Roc Nation Records"
63,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,36,58,19,2583599,2021-05-27,US,Cactus Jack/Epic
64,spotify:track:7FGdjbZ32vMybPuP0IuE7d,"Pooh Shiesty, Lil Durk",Back in Blood (feat. Lil Durk),9,52,20,2572662,2021-05-27,US,Atlantic Records
65,spotify:track:2Ty7EDf9XLYzEUqEIwJfDC,City Girls,Twerkulator,65,-1,1,2541422,2021-05-27,US,Quality Control Music/Motown Records
66,spotify:track:1nahzW3kfMuwReTka28tH5,Justin Bieber,Hold On,3,57,12,2534257,2021-05-27,US,RBMG/Def Jam
67,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,4,-1,39,2512503,2021-05-27,US,BIGHIT MUSIC
68,spotify:track:3nY8AqaMNNHHLYV4380ol0,"StarBoi3, Doja Cat",Dick (feat. Doja Cat),52,56,4,2506198,2021-05-27,US,Not specified
69,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,2,59,26,2500056,2021-05-27,US,Republic Records
70,spotify:track:7ytR5pFWmSjzHJIeQkgog4,"DaBaby, Roddy Ricch",ROCKSTAR (feat. Roddy Ricch),1,64,58,2482342,2021-05-27,US,South Coast Music Group/Interscope Records
71,spotify:track:5jc4Qcs98R4ZDku8ictuE3,Cico P,Tampa,47,62,5,2473269,2021-05-27,US,DawgTies Ent.
72,spotify:track:0nqhKXDjsyBMvbeWmgijD0,Moneybagg Yo,Wockesha,72,107,2,2468577,2021-05-27,US,CMG/N-Less/Interscope Records
73,spotify:track:57ZUX6TNyKLBydAdVVd02x,J. Cole,p u n c h i n ‘ . t h e . c l o c k,12,12,2,2430985,2021-05-27,US,"Dreamville, Inc., Under exclusive license to Roc Nation Records"
74,spotify:track:2nG54Y4a3sH9YpfxMolOyi,Twenty One Pilots,Shy Away,44,-1,5,2423103,2021-05-27,US,Fueled By Ramen
75,spotify:track:7hxHWCCAIIxFLCzvDgnQHX,"Internet Money, Gunna, Don Toliver, NAV",Lemonade (feat. NAV),1,65,41,2416787,2021-05-27,US,Internet Money Records / TenThousand Projects
76,spotify:track:7Bk0uXKk1uPT0XuQbpFzvs,"Los Legendarios, Wisin, Jhayco",Fiel,45,70,8,2414322,2021-05-27,US,La Base Music Group/ WK Records
77,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,4,71,80,2410234,2021-05-27,US,Columbia
78,spotify:track:60dwJ8dnqZ4WrIdiu7LkNR,Twenty One Pilots,Saturday,78,-1,1,2410010,2021-05-27,US,Fueled By Ramen
79,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,69,136,2406576,2021-05-27,US,Republic Records
80,spotify:track:5BwQjRasNcdRPuVWKcHto2,"J. Cole, Bas",h u n g e r . o n . h i l l s i d e (with Bas),18,18,2,2371210,2021-05-27,US,"Dreamville, Inc., Under exclusive license to Roc Nation Records"
81,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,1,72,91,2367583,2021-05-27,US,Republic Records
82,spotify:track:1dg3qy5DjoJodawfOCgrTP,"Lil Tjay, Offset, Moneybagg Yo",Run It Up (feat. Offset & Moneybagg Yo),28,68,8,2313955,2021-05-27,US,Columbia
83,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,All Girls Are The Same,13,75,161,2313082,2021-05-27,US,Juice WRLD Mixtape / ISR P&D
84,spotify:track:7EkWXAI1wn8Ii883ecd9xr,Surf Curse,Freaks,54,63,5,2299687,2021-05-27,US,Surf Curse
